start_time,end_time,time_range,search_name,alert,duration_values,duration,cpu,read_count,write_count,read_bytes,write_bytes,memory_mb
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,14.078,3.93,60710.0,453.0,82812928.0,364544.0,20.15625
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,17.816,7.2,48665.0,772.0,83714048.0,495616.0,34.46875
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",Kerberoasting spn request with RC4 encryption,0,,10.813,3.12,49723.0,493.0,43724800.0,311296.0,19.78125
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",Known Services Killed by Ransomware,3,,14.975,3.98,45428.0,726.0,95969280.0,610304.0,20.67578125
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,14.296,3.65,55922.0,543.0,92311552.0,450560.0,29.328125
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,22.733,7.54,135023.0,512.0,211636224.0,577536.0,43.76953125
03/21/2025:00:00:00,03/23/2025:00:00:00,"(Timestamp('2025-03-21 00:00:00'), Timestamp('2025-03-23 00:00:00'))",Windows Event For Service Disabled,1,,15.849,5.430000000000001,69817.0,583.0,189620224.0,450560.0,39.984375
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Clop Ransomware Known Service Name,0,,23.707,3.3600000000000003,40826.0,673.0,170819584.0,647168.0,5.828125
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Detect New Local Admin account,0,,30.774,4.869999999999999,74523.0,760.0,191172608.0,819200.0,8.87890625
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,35.544000000000004,9.71,112215.0,601.0,363401216.0,823296.0,21.3203125
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,37.793,12.37,87601.0,851.0,284532736.0,933888.0,32.171875
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Kerberoasting spn request with RC4 encryption,0,,29.582,5.42,82053.0,616.0,231063552.0,745472.0,25.515625
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Known Services Killed by Ransomware,3,,32.165,7.47,74606.0,618.0,287920128.0,905216.0,23.60546875
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,33.374,8.200000000000001,102481.0,627.0,333910016.0,831488.0,28.1796875
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,79.193,25.01,289167.0,829.0,1159622656.0,1839104.0,23.71484375
01/17/2025:20:00:00,01/19/2025:20:00:00,"(Timestamp('2025-01-17 20:00:00'), Timestamp('2025-01-19 20:00:00'))",Windows Event For Service Disabled,67,,35.003,10.44,113713.0,698.0,429412352.0,937984.0,45.07421875
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Clop Ransomware Known Service Name,0,,11.231,2.93,30742.0,520.0,64581632.0,311296.0,21.4453125
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Detect New Local Admin account,0,,16.001,4.63,86513.0,663.0,73277440.0,442368.0,31.3671875
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,18.048,7.75,99238.0,542.0,89735168.0,458752.0,24.734375
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,21.361,10.76,75486.0,800.0,89894912.0,573440.0,25.875
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Kerberoasting spn request with RC4 encryption,0,,14.492,4.91,72165.0,578.0,82374656.0,450560.0,26.27734375
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Known Services Killed by Ransomware,3,,17.512,5.98,64655.0,633.0,88076288.0,626688.0,26.08984375
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,17.257,6.27,86064.0,575.0,108597248.0,471040.0,44.484375
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,33.085,16.830000000000002,249737.0,598.0,213377024.0,823296.0,48.14453125
01/30/2025:04:00:00,02/01/2025:04:00:00,"(Timestamp('2025-01-30 04:00:00'), Timestamp('2025-02-01 04:00:00'))",Windows Event For Service Disabled,6,,18.197,7.04,94171.0,628.0,108810240.0,491520.0,48.4140625
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Clop Ransomware Known Service Name,0,,8.538,2.6500000000000004,28633.0,458.0,24694784.0,241664.0,17.57421875
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Detect New Local Admin account,0,,9.172,3.3,52753.0,756.0,11558912.0,393216.0,9.71484375
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,10.579,5.41,79840.0,464.0,31125504.0,282624.0,18.05859375
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,2,,13.673,8.61,63339.0,770.0,29249536.0,405504.0,42.609375
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Kerberoasting spn request with RC4 encryption,0,,8.845,3.69,58183.0,507.0,41844736.0,270336.0,23.328125
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Known Services Killed by Ransomware,3,,10.979,4.96,56727.0,604.0,57573376.0,471040.0,20.5234375
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,10.174,4.62,69191.0,510.0,43552768.0,294912.0,33.4609375
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,18.718,12.73,188215.0,488.0,82108416.0,458752.0,34.69140625
02/22/2025:00:00:00,02/24/2025:00:00:00,"(Timestamp('2025-02-22 00:00:00'), Timestamp('2025-02-24 00:00:00'))",Windows Event For Service Disabled,1,,12.926,6.53,81889.0,591.0,100286464.0,385024.0,44.49609375
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Clop Ransomware Known Service Name,0,,23.29,2.76,20515.0,422.0,155246592.0,540672.0,16.73046875
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Detect New Local Admin account,0,,29.828,3.15,41751.0,402.0,138178560.0,643072.0,21.74609375
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,44.109,6.94,74603.0,529.0,425672704.0,987136.0,23.6328125
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,33.036,5.81,49307.0,533.0,326819840.0,835584.0,19.88671875
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Kerberoasting spn request with RC4 encryption,0,,32.118,4.09,55476.0,542.0,210477056.0,811008.0,12.37890625
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Known Services Killed by Ransomware,0,,29.49,5.609999999999999,39986.0,645.0,278306816.0,917504.0,25.859375
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,38.646,6.17,68173.0,705.0,309141504.0,987136.0,29.6953125
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,72.617,17.77,177397.0,609.0,1294987264.0,1626112.0,48.52734375
12/19/2024:08:00:00,12/21/2024:08:00:00,"(Timestamp('2024-12-19 08:00:00'), Timestamp('2024-12-21 08:00:00'))",Windows Event For Service Disabled,0,,32.323,7.41,61575.0,538.0,401035264.0,765952.0,44.01171875
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Clop Ransomware Known Service Name,0,,47.561,4.85,47202.0,533.0,1089323008.0,1048576.0,17.1328125
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Detect New Local Admin account,0,,57.291,9.86,153431.0,464.0,894521344.0,1200128.0,19.8984375
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,58.957,14.79,138707.0,563.0,790478848.0,1277952.0,16.97265625
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,67.143,16.59,104849.0,877.0,1108480000.0,1548288.0,29.69140625
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Kerberoasting spn request with RC4 encryption,0,,50.129,9.76,96413.0,793.0,869404672.0,1224704.0,8.8984375
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Known Services Killed by Ransomware,5,,51.885,12.1,96889.0,806.0,733663232.0,1540096.0,15.6171875
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,56.421,13.8,128069.0,649.0,710320128.0,1257472.0,28.8046875
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,105.392,35.28,332593.0,775.0,2258554880.0,2318336.0,41.09765625
01/04/2025:16:00:00,01/06/2025:16:00:00,"(Timestamp('2025-01-04 16:00:00'), Timestamp('2025-01-06 16:00:00'))",Windows Event For Service Disabled,1,,57.767,16.580000000000002,147156.0,731.0,847110144.0,1327104.0,45.78515625
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Clop Ransomware Known Service Name,0,,11.839,2.36,15709.0,385.0,90521600.0,307200.0,18.90234375
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Detect New Local Admin account,0,,16.289,2.9,58402.0,532.0,113909760.0,475136.0,9.6875
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,30.056,7.26,70259.0,450.0,454348800.0,684032.0,23.90234375
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,24.377,6.15,47084.0,761.0,360726528.0,716800.0,15.86328125
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Kerberoasting spn request with RC4 encryption,0,,19.531,3.49,47185.0,476.0,165470208.0,466944.0,24.25390625
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Known Services Killed by Ransomware,0,,20.915,5.0,36896.0,453.0,249835520.0,569344.0,28.05078125
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,28.055,5.46,59329.0,512.0,331403264.0,659456.0,44.3046875
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,60.081,21.5,193040.0,520.0,1446395904.0,1327104.0,37.80078125
12/06/2024:12:00:00,12/08/2024:12:00:00,"(Timestamp('2024-12-06 12:00:00'), Timestamp('2024-12-08 12:00:00'))",Windows Event For Service Disabled,0,,22.775,6.87,55568.0,499.0,343986176.0,552960.0,42.47265625
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Clop Ransomware Known Service Name,0,,36.1,3.27,33506.0,494.0,263737344.0,790528.0,16.90625
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Detect New Local Admin account,0,,39.024,6.2,117309.0,679.0,271884288.0,987136.0,24.67578125
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,40.94,8.819999999999999,102232.0,551.0,484999168.0,905216.0,19.32421875
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,46.042,12.93,78511.0,812.0,404664320.0,1064960.0,27.30078125
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Kerberoasting spn request with RC4 encryption,0,,35.512,5.44,73294.0,541.0,314851328.0,802816.0,18.9609375
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Known Services Killed by Ransomware,3,,38.173,6.39,65121.0,633.0,366489600.0,1056768.0,22.48828125
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,36.305,6.79,90621.0,592.0,340389888.0,835584.0,27.96875
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,82.316,24.34,260104.0,828.0,1514659840.0,1884160.0,20.859375
01/28/2025:20:00:00,01/30/2025:20:00:00,"(Timestamp('2025-01-28 20:00:00'), Timestamp('2025-01-30 20:00:00'))",Windows Event For Service Disabled,7,,37.832,7.869999999999999,96671.0,707.0,458919936.0,966656.0,47.3359375
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Clop Ransomware Known Service Name,0,,8.644,2.68,35412.0,342.0,42930176.0,221184.0,17.23828125
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Detect New Local Admin account,0,,13.731,6.82,144580.0,516.0,39374848.0,364544.0,24.2421875
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,13.745,7.4,102327.0,396.0,50126848.0,356352.0,14.32421875
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,19.163,10.76,81069.0,725.0,81068032.0,585728.0,24.08203125
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Kerberoasting spn request with RC4 encryption,0,,8.987,4.07,73921.0,515.0,37253120.0,339968.0,12.140625
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Known Services Killed by Ransomware,3,,15.321,6.57,72006.0,515.0,121917440.0,471040.0,29.2421875
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,14.38,5.970000000000001,92533.0,517.0,82972672.0,425984.0,23.03515625
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,25.055,17.09,250965.0,525.0,115998720.0,614400.0,33.24609375
02/01/2025:00:00:00,02/03/2025:00:00:00,"(Timestamp('2025-02-01 00:00:00'), Timestamp('2025-02-03 00:00:00'))",Windows Event For Service Disabled,10,,17.545,9.2,104430.0,566.0,225538048.0,442368.0,30.93359375
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Clop Ransomware Known Service Name,0,,20.849,2.3400000000000003,20001.0,440.0,129462272.0,491520.0,17.69140625
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Detect New Local Admin account,0,,23.259,2.85,38163.0,387.0,122773504.0,524288.0,22.68359375
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,32.524,6.23,69306.0,457.0,334094336.0,733184.0,23.09375
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,25.603,4.97,45262.0,474.0,239751168.0,602112.0,21.53515625
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Kerberoasting spn request with RC4 encryption,0,,24.208,3.72,51864.0,479.0,163397632.0,573440.0,21.265625
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Known Services Killed by Ransomware,0,,23.087,5.09,37749.0,509.0,219041792.0,679936.0,38.94921875
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,31.07,5.51,63021.0,533.0,271216640.0,749568.0,39.08984375
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,58.289,15.14,168742.0,619.0,1108377600.0,1404928.0,35.80859375
12/20/2024:00:00:00,12/22/2024:00:00:00,"(Timestamp('2024-12-20 00:00:00'), Timestamp('2024-12-22 00:00:00'))",Windows Event For Service Disabled,0,,26.844,6.65,57385.0,485.0,322351104.0,630784.0,34.828125
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Clop Ransomware Known Service Name,0,,24.042,2.39,26200.0,632.0,138366976.0,663552.0,-46.31640625
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Detect New Local Admin account,0,,25.455,3.28,48742.0,801.0,132567040.0,720896.0,9.5390625
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,26.28,5.59,71425.0,527.0,238321664.0,688128.0,10.3828125
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,40.399,10.91,59649.0,815.0,282030080.0,1077248.0,29.98828125
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Kerberoasting spn request with RC4 encryption,0,,24.841,3.9,53848.0,529.0,159420416.0,581632.0,21.27734375
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Known Services Killed by Ransomware,3,,28.089,4.86,48678.0,600.0,202907648.0,798720.0,29.83203125
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,25.434,4.68,65088.0,533.0,180379648.0,606208.0,26.13671875
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,52.895,13.65,166013.0,758.0,799334400.0,1335296.0,29.6640625
03/04/2025:12:00:00,03/06/2025:12:00:00,"(Timestamp('2025-03-04 12:00:00'), Timestamp('2025-03-06 12:00:00'))",Windows Event For Service Disabled,1,,25.881,6.29,72908.0,568.0,255483904.0,630784.0,46.1171875
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Clop Ransomware Known Service Name,0,,34.550000000000004,4.12,46324.0,507.0,516845568.0,778240.0,16.99609375
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Detect New Local Admin account,0,,43.465,8.01,142108.0,632.0,441888768.0,987136.0,23.875
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,52.682,12.66,132374.0,596.0,594067456.0,1171456.0,17.4921875
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,54.141,14.92,102570.0,1013.0,832483328.0,1511424.0,15.578125
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Kerberoasting spn request with RC4 encryption,0,,40.127,7.75,92530.0,570.0,564359168.0,917504.0,18.41796875
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Known Services Killed by Ransomware,3,,42.015,9.32,87384.0,657.0,525148160.0,1134592.0,28.16015625
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Non Chrome Process Accessing Chrome Default Dir,0,,49.725,11.5,121043.0,625.0,594153472.0,1159168.0,20.578125
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Windows AD Replication Request Initiated from Unsanctioned Location,0,,93.839,31.83,326433.0,718.0,1855143936.0,2064384.0,26.01953125
01/08/2025:00:00:00,01/10/2025:00:00:00,"(Timestamp('2025-01-08 00:00:00'), Timestamp('2025-01-10 00:00:00'))",Windows Event For Service Disabled,1,,53.495000000000005,13.91,137361.0,686.0,802656256.0,1204224.0,35.57421875
12/04/2024:08:00:00,12/06/2024:08:00:00,"(Timestamp('2024-12-04 08:00:00'), Timestamp('2024-12-06 08:00:00'))",Clop Ransomware Known Service Name,0,,10.871,2.23,15403.0,536.0,85524480.0,380928.0,7.40625
12/04/2024:08:00:00,12/06/2024:08:00:00,"(Timestamp('2024-12-04 08:00:00'), Timestamp('2024-12-06 08:00:00'))",Detect New Local Admin account,0,,15.603,3.13,72847.0,406.0,112590848.0,413696.0,24.46875
12/04/2024:08:00:00,12/06/2024:08:00:00,"(Timestamp('2024-12-04 08:00:00'), Timestamp('2024-12-06 08:00:00'))",ESCU Network Share Discovery Via Dir Command Rule,0,,29.28,8.110000000000001,72470.0,621.0,473894912.0,765952.0,13.54296875
12/04/2024:08:00:00,12/06/2024:08:00:00,"(Timestamp('2024-12-04 08:00:00'), Timestamp('2024-12-06 08:00:00'))",ESCU Windows Rapid Authentication On Multiple Hosts Rule,0,,23.568,6.95,48701.0,705.0,359780352.0,622592.0,28.83984375
